Age,Occupation,City_Tier,penghasilan_bulanan,pengeluaran_tetap,pengeluaran_variabel,total_pengeluaran,punya_tabungan,jumlah_tabungan_bulan,punya_investasi,jenis_investasi,tujuan_keuangan,toleransi_rugi,tanggungan_keluarga,dti_ratio,saving_rate,disposable_ratio,expense_ratio,ceamis_score,SAVEHABIT,SELFCONTROL_1,SCFHORIZON,FINGOALS,toleransi_rugi_enc,tujuan_keuangan_enc,inv_deposito,inv_deposito_obligasi,inv_saham_obligasi,inv_saham_reksa_dana,inv_tidak_ada,occ_Professional,occ_Retired,occ_Self_Employed,occ_Student,risk_label,risk_label_enc
46,Professional,Tier_3,5661758.0,1378254.0,1851066.0,3229320.0,1,0.54,0,tidak_ada,bebas_finansial,sedang,0,0.0,0.0516,0.4296,0.5704,0.5255,5,3,1,1,1,3,False,False,False,False,True,True,False,False,False,Moderat,1
52,Student,Tier_2,6068610.0,2741385.0,1959355.0,4700740.0,1,0.53,0,tidak_ada,darurat,sedang,2,0.0615,0.0685,0.2254,0.7746,0.4557,3,2,3,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
33,Self_Employed,Tier_1,41493599.0,19456632.0,14327100.0,33783732.0,1,1.37,1,saham_obligasi,bebas_finansial,sedang,4,0.0,0.1858,0.1858,0.8142,0.5115,6,1,3,0,1,3,False,False,True,False,False,False,False,True,False,Moderat,1
24,Student,Tier_2,4958269.0,2652754.0,1479964.0,4132718.0,1,0.42,0,tidak_ada,darurat,sedang,2,0.1466,0.0588,0.1665,0.8335,0.4036,3,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
57,Professional,Tier_2,7360909.0,3233811.0,2435030.0,5668841.0,1,0.76,0,tidak_ada,pensiun,sedang,4,0.0671,0.097,0.2299,0.7701,0.4646,5,3,3,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
53,Self_Employed,Tier_1,5624748.0,2635153.0,1488740.0,4123893.0,1,0.62,0,tidak_ada,pensiun,sedang,2,0.0,0.0755,0.2668,0.7332,0.4931,6,2,4,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
61,Student,Tier_1,2270507.0,1093074.0,744360.0,1837434.0,1,0.67,0,tidak_ada,darurat,sedang,1,0.0,0.09,0.1907,0.8093,0.4792,4,2,5,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
61,Professional,Tier_2,14428476.0,5053177.0,4474871.0,9528048.0,1,1.11,0,tidak_ada,pensiun,sedang,4,0.0,0.1219,0.3396,0.6604,0.5276,5,2,5,1,1,1,False,False,False,False,True,True,False,False,False,Moderat,1
48,Professional,Tier_1,10553863.0,5314238.0,2988061.0,8302299.0,1,1.0,0,tidak_ada,bebas_finansial,sedang,1,0.0,0.1314,0.2133,0.7867,0.4993,5,2,4,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
59,Self_Employed,Tier_1,10889195.0,6301428.0,3415811.0,9717239.0,1,0.72,1,saham_obligasi,pensiun,sedang,2,0.1151,0.1076,0.1076,0.8924,0.4185,3,1,2,1,1,1,False,False,True,False,False,False,False,True,False,Konservatif,0
61,Self_Employed,Tier_1,2793892.0,1299031.0,850265.0,2149296.0,1,0.68,0,tidak_ada,darurat,sedang,3,0.0,0.0878,0.2307,0.7693,0.4884,3,4,4,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
60,Retired,Tier_3,17764124.0,6381941.0,6382347.0,12764288.0,1,1.17,1,deposito_obligasi,pensiun,sedang,3,0.0,0.1405,0.2815,0.7185,0.5196,5,1,3,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
60,Retired,Tier_2,1884127.0,539512.0,555371.0,1094883.0,1,0.88,0,tidak_ada,darurat,sedang,0,0.0,0.0849,0.4189,0.5811,0.5344,5,2,4,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
64,Student,Tier_2,9248221.0,4612962.0,3046758.0,7659720.0,1,0.87,0,tidak_ada,darurat,sedang,3,0.104,0.12,0.1718,0.8282,0.4434,5,4,4,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
23,Retired,Tier_2,33358413.0,9734188.0,11218119.0,20952307.0,1,2.23,1,deposito_obligasi,darurat,tinggi,0,0.0,0.2336,0.3719,0.6281,0.5747,5,3,3,1,2,0,False,True,False,False,False,False,True,False,False,Agresif,2
46,Retired,Tier_2,2618277.0,1001294.0,723139.0,1724433.0,1,0.59,0,tidak_ada,darurat,sedang,2,0.0,0.0646,0.3414,0.6586,0.508,2,2,1,0,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
44,Self_Employed,Tier_2,3676302.0,1026328.0,1193111.0,2219439.0,1,0.75,0,tidak_ada,darurat,sedang,0,0.0,0.075,0.3963,0.6037,0.5253,5,3,5,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
60,Student,Tier_1,6263046.0,3310193.0,2046772.0,5356965.0,1,0.52,0,tidak_ada,darurat,sedang,0,0.1122,0.0737,0.1447,0.8553,0.4171,4,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
19,Professional,Tier_2,3865786.0,1181950.0,1233662.0,2415612.0,1,0.51,0,tidak_ada,darurat,sedang,0,0.0,0.0528,0.3751,0.6249,0.5123,1,2,1,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
26,Professional,Tier_2,6109200.0,1789055.0,2049241.0,3838296.0,1,0.53,0,tidak_ada,darurat,sedang,0,0.0,0.0558,0.3717,0.6283,0.5125,6,3,2,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
28,Retired,Tier_3,2472185.0,812461.0,675473.0,1487934.0,1,0.52,0,tidak_ada,darurat,sedang,4,0.0,0.0526,0.3981,0.6019,0.5179,1,2,5,0,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
33,Retired,Tier_1,8447068.0,4737748.0,2911211.0,7648959.0,1,0.63,0,tidak_ada,pensiun,rendah,2,0.0711,0.0945,0.0945,0.9055,0.4283,4,2,1,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
62,Retired,Tier_2,2771548.0,1124613.0,800191.0,1924804.0,1,0.56,0,tidak_ada,darurat,sedang,1,0.0,0.065,0.3055,0.6945,0.4991,4,2,4,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
30,Professional,Tier_1,19983222.0,9522034.0,5998760.0,15520794.0,1,1.73,1,saham_obligasi,bebas_finansial,sedang,4,0.0,0.2233,0.2233,0.7767,0.534,6,1,5,0,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
35,Student,Tier_3,3090531.0,962423.0,972467.0,1934890.0,1,0.74,0,tidak_ada,darurat,sedang,2,0.0,0.077,0.3739,0.6261,0.5204,2,1,4,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
42,Self_Employed,Tier_2,4469588.0,1713580.0,1373706.0,3087286.0,1,0.85,0,tidak_ada,beli_aset,sedang,1,0.0,0.0976,0.3093,0.6907,0.5115,6,2,5,0,1,2,False,False,False,False,True,False,False,True,False,Moderat,1
50,Retired,Tier_3,11086845.0,3421646.0,3534891.0,6956537.0,1,1.2,0,tidak_ada,pensiun,sedang,2,0.0,0.1254,0.3725,0.6275,0.537,5,3,3,1,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
27,Retired,Tier_2,2160315.0,977226.0,672163.0,1649389.0,1,0.49,0,tidak_ada,darurat,sedang,3,0.0835,0.0626,0.2365,0.7635,0.4476,3,3,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
47,Student,Tier_1,6937306.0,3386234.0,2223868.0,5610102.0,1,0.74,0,tidak_ada,darurat,sedang,2,0.0658,0.0992,0.1913,0.8087,0.4562,4,3,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
18,Self_Employed,Tier_3,16455499.0,7100782.0,5151075.0,12251857.0,1,1.08,0,tidak_ada,darurat,sedang,3,0.1479,0.1337,0.2555,0.7445,0.4515,2,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
50,Student,Tier_2,1598329.0,668847.0,452231.0,1121078.0,1,0.52,0,tidak_ada,darurat,sedang,3,0.0579,0.0609,0.2986,0.7014,0.4728,3,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
32,Student,Tier_2,6703653.0,2561951.0,1940645.0,4502596.0,1,0.52,0,tidak_ada,darurat,sedang,2,0.0,0.0583,0.3283,0.6717,0.5025,5,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
46,Retired,Tier_2,7119601.0,2811929.0,2220914.0,5032843.0,1,0.5,0,tidak_ada,pensiun,sedang,3,0.0,0.059,0.2931,0.7069,0.4939,5,4,3,0,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
19,Retired,Tier_1,10809267.0,5463850.0,3494947.0,8958797.0,1,0.83,1,deposito_obligasi,darurat,sedang,1,0.0,0.115,0.1712,0.8288,0.483,4,1,2,1,1,0,False,True,False,False,False,False,True,False,False,Konservatif,0
28,Student,Tier_2,2149822.0,771988.0,744392.0,1516380.0,1,0.72,0,tidak_ada,darurat,sedang,3,0.0,0.0845,0.2946,0.7054,0.5032,3,1,2,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
51,Professional,Tier_2,2010896.0,615642.0,641811.0,1257453.0,1,0.48,0,tidak_ada,darurat,sedang,0,0.0,0.0501,0.3747,0.6253,0.5112,4,1,4,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
58,Retired,Tier_3,8780196.0,3853583.0,2985398.0,6838981.0,1,1.03,1,deposito_obligasi,pensiun,sedang,1,0.1488,0.1336,0.2211,0.7789,0.4425,4,1,4,1,1,1,False,True,False,False,False,False,True,False,False,Konservatif,0
36,Self_Employed,Tier_1,7334089.0,3571619.0,2555086.0,6126705.0,1,0.6,0,tidak_ada,beli_aset,sedang,1,0.0,0.084,0.1646,0.8354,0.4706,2,2,3,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
19,Retired,Tier_2,7066320.0,2349867.0,2613168.0,4963035.0,1,0.83,0,tidak_ada,darurat,sedang,1,0.0,0.0969,0.2976,0.7024,0.5083,5,1,4,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
37,Professional,Tier_3,7630124.0,3314461.0,2493910.0,5808371.0,1,0.57,0,tidak_ada,bebas_finansial,sedang,0,0.1959,0.0728,0.2388,0.7612,0.4068,4,2,1,0,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
58,Professional,Tier_1,3356590.0,1393292.0,970197.0,2363489.0,1,0.73,0,tidak_ada,darurat,sedang,0,0.0,0.0862,0.2959,0.7041,0.5041,3,1,4,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
48,Student,Tier_1,6963961.0,2605575.0,2120768.0,4726343.0,1,0.68,0,tidak_ada,darurat,sedang,0,0.0,0.0767,0.3213,0.6787,0.5072,3,1,4,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
21,Student,Tier_1,7311171.0,4296518.0,2499422.0,6795940.0,1,0.45,0,tidak_ada,darurat,rendah,0,0.1834,0.0705,0.0705,0.9295,0.3689,3,2,5,0,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
46,Professional,Tier_2,3265668.0,911754.0,934902.0,1846656.0,1,0.82,0,tidak_ada,darurat,sedang,0,0.0,0.0775,0.4345,0.5655,0.5358,3,1,1,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
47,Self_Employed,Tier_2,25727620.0,9927205.0,7723098.0,17650303.0,1,1.47,1,saham_obligasi,bebas_finansial,sedang,4,0.0,0.1678,0.314,0.686,0.5372,4,2,4,0,1,3,False,False,True,False,False,False,False,True,False,Moderat,1
30,Student,Tier_3,8448694.0,2948489.0,2710899.0,5659388.0,1,1.01,1,deposito,darurat,tinggi,4,0.0,0.1129,0.3301,0.6699,0.522,5,2,5,1,2,0,True,False,False,False,False,False,False,False,True,Agresif,2
32,Professional,Tier_2,2229779.0,690878.0,777092.0,1467970.0,1,0.85,0,tidak_ada,darurat,sedang,0,0.0,0.0936,0.3417,0.6583,0.5182,3,3,4,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
37,Self_Employed,Tier_2,9778522.0,3543523.0,2782199.0,6325722.0,1,0.94,1,deposito,beli_aset,tinggi,1,0.0,0.1014,0.3531,0.6469,0.5238,2,2,2,1,2,2,True,False,False,False,False,False,False,True,False,Agresif,2
51,Self_Employed,Tier_3,2651698.0,832549.0,787598.0,1620147.0,1,0.77,0,tidak_ada,darurat,sedang,3,0.0,0.0781,0.389,0.611,0.5246,1,2,1,0,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
45,Professional,Tier_1,10854863.0,5286264.0,3412986.0,8699250.0,1,1.09,0,tidak_ada,bebas_finansial,sedang,3,0.0,0.1454,0.1986,0.8014,0.5005,6,2,3,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
37,Professional,Tier_2,14611691.0,6964383.0,4530955.0,11495338.0,1,0.99,1,saham_obligasi,bebas_finansial,sedang,4,0.0989,0.1304,0.2133,0.7867,0.4594,4,2,4,1,1,3,False,False,True,False,False,True,False,False,False,Konservatif,0
42,Self_Employed,Tier_2,2999362.0,1066210.0,882826.0,1949036.0,1,0.54,0,tidak_ada,darurat,sedang,0,0.0822,0.0587,0.3502,0.6498,0.4752,5,2,2,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
44,Self_Employed,Tier_1,12498972.0,6105137.0,4004024.0,10109161.0,1,0.81,1,saham_obligasi,bebas_finansial,sedang,2,0.0,0.1092,0.1912,0.8088,0.486,3,1,5,0,1,3,False,False,True,False,False,False,False,True,False,Konservatif,0
47,Professional,Tier_3,8045961.0,2434272.0,2770021.0,5204293.0,1,1.07,1,saham_reksa_dana,beli_aset,sedang,3,0.0,0.115,0.3532,0.6468,0.5286,4,1,3,1,1,2,False,False,False,True,False,True,False,False,False,Moderat,1
58,Professional,Tier_2,11162876.0,6090558.0,3306619.0,9397177.0,1,0.73,1,saham_obligasi,pensiun,sedang,3,0.194,0.1018,0.1582,0.8418,0.3976,5,1,4,1,1,1,False,False,True,False,False,True,False,False,False,Konservatif,0
37,Retired,Tier_3,26374032.0,8507638.0,8570191.0,17077829.0,1,1.8,1,deposito_obligasi,pensiun,tinggi,1,0.0,0.1943,0.3525,0.6475,0.5561,3,2,5,1,2,1,False,True,False,False,False,False,True,False,False,Agresif,2
18,Self_Employed,Tier_3,4752330.0,2096718.0,1652189.0,3748907.0,1,0.75,0,tidak_ada,darurat,sedang,3,0.1166,0.0989,0.2111,0.7889,0.4408,4,2,4,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
52,Student,Tier_2,3164378.0,1188362.0,1083799.0,2272161.0,1,0.7,0,tidak_ada,darurat,sedang,4,0.0,0.084,0.282,0.718,0.4999,2,1,3,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
60,Retired,Tier_3,2838665.0,779719.0,780999.0,1560718.0,1,1.06,0,tidak_ada,darurat,sedang,0,0.0,0.0971,0.4502,0.5498,0.5465,6,2,5,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
41,Retired,Tier_2,3011075.0,892788.0,854672.0,1747460.0,1,0.99,0,tidak_ada,darurat,sedang,0,0.0,0.0959,0.4197,0.5803,0.5385,5,2,1,0,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
42,Self_Employed,Tier_3,5437199.0,2491201.0,1636053.0,4127254.0,1,0.47,0,tidak_ada,beli_aset,sedang,3,0.1029,0.06,0.2409,0.7591,0.4401,6,2,1,0,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
57,Self_Employed,Tier_1,7597863.0,3294697.0,2666929.0,5961626.0,1,0.72,0,tidak_ada,pensiun,sedang,2,0.0,0.0936,0.2154,0.7846,0.4866,3,2,3,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
29,Retired,Tier_1,7215981.0,3657519.0,2334052.0,5991571.0,1,0.62,0,tidak_ada,pensiun,sedang,4,0.0,0.0859,0.1697,0.8303,0.4725,2,2,2,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
28,Self_Employed,Tier_1,11208721.0,5348534.0,3812717.0,9161251.0,1,0.88,1,saham_obligasi,bebas_finansial,sedang,3,0.0,0.1198,0.1827,0.8173,0.4876,6,2,3,1,1,3,False,False,True,False,False,False,False,True,False,Konservatif,0
47,Self_Employed,Tier_1,5843600.0,2820157.0,1867587.0,4687744.0,1,0.65,0,tidak_ada,beli_aset,sedang,4,0.0,0.0873,0.1978,0.8022,0.48,5,2,5,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
30,Student,Tier_2,18500037.0,6817841.0,5332298.0,12150139.0,1,1.3,1,saham_obligasi,darurat,tinggi,2,0.0,0.1422,0.3432,0.6568,0.5356,5,2,5,1,2,0,False,False,True,False,False,False,False,False,True,Agresif,2
64,Professional,Tier_1,4679635.0,2496088.0,1443250.0,3939338.0,1,0.38,0,tidak_ada,pensiun,sedang,4,0.0689,0.0527,0.1582,0.8418,0.4304,6,2,3,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
42,Retired,Tier_1,50962029.0,25654891.0,14993167.0,40648058.0,1,1.52,1,deposito_obligasi,pensiun,sedang,4,0.0,0.2024,0.2024,0.7976,0.5214,6,3,3,0,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
42,Self_Employed,Tier_1,9539865.0,5368272.0,3277010.0,8645282.0,1,0.62,0,tidak_ada,beli_aset,rendah,4,0.075,0.0938,0.0938,0.9062,0.4263,5,2,4,0,0,2,False,False,False,False,True,False,False,True,False,Konservatif,0
34,Professional,Tier_2,2913105.0,777392.0,858426.0,1635818.0,1,0.97,0,tidak_ada,darurat,sedang,0,0.0,0.0907,0.4385,0.5615,0.5414,2,1,1,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
29,Professional,Tier_1,2455257.0,1208184.0,746505.0,1954689.0,1,0.38,0,tidak_ada,darurat,sedang,2,0.0,0.0505,0.2039,0.7961,0.4686,2,2,4,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
28,Professional,Tier_2,8507290.0,3759056.0,2381453.0,6140509.0,1,0.95,1,saham_reksa_dana,darurat,sedang,0,0.1613,0.1147,0.2782,0.7218,0.4452,3,2,4,1,1,0,False,False,False,True,False,True,False,False,False,Konservatif,0
27,Self_Employed,Tier_1,4836422.0,2362903.0,1639808.0,4002711.0,1,0.61,0,tidak_ada,darurat,sedang,1,0.0,0.084,0.1724,0.8276,0.4725,3,3,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
34,Retired,Tier_2,10238405.0,5009689.0,3240536.0,8250225.0,1,0.99,1,deposito_obligasi,pensiun,sedang,3,0.0802,0.133,0.1942,0.8058,0.463,5,2,2,1,1,1,False,True,False,False,False,False,True,False,False,Konservatif,0
62,Retired,Tier_1,8444671.0,3980603.0,2709436.0,6690039.0,1,1.04,0,tidak_ada,pensiun,sedang,0,0.0769,0.1376,0.2078,0.7922,0.4694,4,1,1,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
33,Self_Employed,Tier_1,5455817.0,2543800.0,1591407.0,4135207.0,1,0.62,0,tidak_ada,beli_aset,sedang,4,0.0,0.0785,0.2421,0.7579,0.488,3,1,3,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
37,Self_Employed,Tier_2,2937358.0,1127895.0,986072.0,2113967.0,1,0.68,0,tidak_ada,darurat,sedang,1,0.0,0.0813,0.2803,0.7197,0.4985,1,1,1,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
22,Retired,Tier_3,1721279.0,697457.0,483126.0,1180583.0,1,0.61,0,tidak_ada,darurat,sedang,2,0.0983,0.0699,0.3141,0.6859,0.4637,4,3,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
58,Retired,Tier_2,4046019.0,2189435.0,1160599.0,3350034.0,1,0.7,0,tidak_ada,pensiun,sedang,2,0.187,0.0967,0.172,0.828,0.402,5,2,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
49,Retired,Tier_3,11473781.0,2722684.0,3621627.0,6344311.0,1,1.17,1,deposito_obligasi,pensiun,sedang,0,0.0,0.1075,0.4471,0.5529,0.5494,5,2,5,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
44,Student,Tier_2,6863520.0,2506692.0,2516575.0,5023267.0,1,0.78,0,tidak_ada,darurat,sedang,4,0.0,0.0957,0.2681,0.7319,0.5005,2,1,4,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
21,Professional,Tier_2,2134761.0,1038013.0,746054.0,1784067.0,1,0.42,0,tidak_ada,darurat,sedang,4,0.1384,0.0579,0.1643,0.8357,0.406,2,1,3,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
58,Student,Tier_3,6642512.0,3160592.0,2114467.0,5275059.0,1,0.74,0,tidak_ada,darurat,sedang,2,0.1663,0.0977,0.2059,0.7941,0.4192,6,2,3,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
24,Student,Tier_2,7871112.0,2771287.0,2487669.0,5258956.0,1,1.18,0,tidak_ada,darurat,tinggi,4,0.0,0.1312,0.3319,0.6681,0.5289,5,2,2,1,2,0,False,False,False,False,True,False,False,False,True,Moderat,1
63,Self_Employed,Tier_1,2851541.0,1292664.0,1034865.0,2327529.0,1,0.52,0,tidak_ada,darurat,sedang,3,0.0,0.0711,0.1838,0.8162,0.4708,6,3,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
31,Professional,Tier_3,6539924.0,1730214.0,2108885.0,3839099.0,1,0.74,0,tidak_ada,bebas_finansial,sedang,0,0.0,0.072,0.413,0.587,0.5284,5,2,5,1,1,3,False,False,False,False,True,True,False,False,False,Moderat,1
56,Professional,Tier_1,6058804.0,2287429.0,1871062.0,4158491.0,1,0.72,0,tidak_ada,pensiun,sedang,0,0.0,0.0825,0.3136,0.6864,0.5073,6,2,4,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
41,Retired,Tier_2,2317686.0,924516.0,820817.0,1745333.0,1,0.66,0,tidak_ada,darurat,sedang,4,0.0,0.0832,0.247,0.753,0.4909,4,2,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
35,Self_Employed,Tier_1,7699654.0,4999754.0,2421967.0,7421721.0,1,0.22,0,tidak_ada,beli_aset,rendah,2,0.1578,0.0361,0.0361,0.9639,0.3585,6,3,3,1,0,2,False,False,False,False,True,False,False,True,False,Konservatif,0
55,Self_Employed,Tier_1,9057319.0,4238586.0,2683171.0,6921757.0,1,1.14,0,tidak_ada,pensiun,sedang,3,0.0,0.1456,0.2358,0.7642,0.5099,5,2,2,1,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
56,Retired,Tier_2,13754781.0,8150536.0,4718276.0,12868812.0,1,0.41,0,tidak_ada,pensiun,rendah,3,0.1925,0.0644,0.0644,0.9356,0.3616,5,1,4,1,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
57,Retired,Tier_1,13436665.0,8263629.0,4096940.0,12360569.0,1,0.52,0,tidak_ada,pensiun,rendah,3,0.1536,0.0801,0.0801,0.9199,0.3866,6,2,4,0,0,1,False,False,False,False,True,False,True,False,False,Konservatif,0
18,Student,Tier_3,1920931.0,585561.0,544850.0,1130411.0,1,0.99,0,tidak_ada,darurat,sedang,1,0.0,0.0975,0.4115,0.5885,0.537,4,2,1,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
34,Retired,Tier_2,2731048.0,1248800.0,845709.0,2094509.0,1,0.66,0,tidak_ada,darurat,sedang,4,0.0688,0.085,0.2331,0.7669,0.4605,3,1,3,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
43,Retired,Tier_2,8731819.0,3727449.0,2523383.0,6250832.0,1,1.18,1,deposito_obligasi,pensiun,sedang,3,0.0803,0.1414,0.2841,0.7159,0.4884,2,2,4,1,1,1,False,True,False,False,False,False,True,False,False,Konservatif,0
39,Self_Employed,Tier_2,8723096.0,4788774.0,2739316.0,7528090.0,1,0.85,0,tidak_ada,beli_aset,sedang,4,0.1554,0.1228,0.137,0.863,0.4151,6,2,2,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
56,Student,Tier_2,8731906.0,3468940.0,3024743.0,6493683.0,1,1.03,1,deposito,darurat,sedang,2,0.0,0.1276,0.2563,0.7437,0.5087,5,2,5,1,1,0,True,False,False,False,False,False,False,False,True,Moderat,1
35,Professional,Tier_2,126106992.0,61152500.0,38387519.0,99540019.0,1,1.6,1,saham_obligasi,bebas_finansial,sedang,2,0.0823,0.2107,0.2107,0.7893,0.4935,5,1,3,1,1,3,False,False,True,False,False,True,False,False,False,Konservatif,0
55,Student,Tier_2,9130842.0,5099772.0,2773027.0,7872799.0,1,0.79,1,deposito,darurat,sedang,2,0.174,0.1139,0.1378,0.8622,0.4047,4,1,4,1,1,0,True,False,False,False,False,False,False,False,True,Konservatif,0
45,Self_Employed,Tier_3,14344951.0,4605113.0,4836152.0,9441265.0,1,1.12,1,saham_obligasi,bebas_finansial,sedang,1,0.0,0.1226,0.3418,0.6582,0.5284,4,2,3,1,1,3,False,False,True,False,False,False,False,True,False,Moderat,1
38,Professional,Tier_3,12405587.0,3578834.0,3972117.0,7550951.0,1,1.34,1,saham_obligasi,bebas_finansial,tinggi,2,0.0,0.1361,0.3913,0.6087,0.5455,5,1,3,1,2,3,False,False,True,False,False,True,False,False,False,Agresif,2
55,Student,Tier_1,9738221.0,6175501.0,3448501.0,9624002.0,1,0.07,0,tidak_ada,darurat,rendah,4,0.1819,0.0117,0.0117,0.9883,0.3343,3,1,1,0,0,0,False,False,False,False,True,False,False,False,True,Konservatif,0
50,Retired,Tier_3,4493941.0,1095879.0,1374996.0,2470875.0,1,0.55,0,tidak_ada,pensiun,sedang,0,0.0,0.0503,0.4502,0.5498,0.5302,4,2,5,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
47,Student,Tier_2,10613437.0,4186170.0,3442671.0,7628841.0,1,0.9,1,saham_obligasi,darurat,sedang,0,0.1122,0.1083,0.2812,0.7188,0.4633,5,3,2,0,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
59,Professional,Tier_3,3116421.0,1421244.0,1075537.0,2496781.0,1,0.75,0,tidak_ada,darurat,sedang,4,0.1073,0.0995,0.1988,0.8012,0.4416,3,1,2,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
25,Student,Tier_2,4785022.0,1523520.0,1501698.0,3025218.0,1,0.54,0,tidak_ada,darurat,sedang,0,0.0,0.0569,0.3678,0.6322,0.5119,6,2,5,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
